Vorname,Nachname,Position,Tempo,Schuss,Pass,Zweikampf,Reflexe,Stellungsspiel,Stärke,Team_ID,Herkunft
Daniel,Becker,Mittelfeld,70,74,70,76,61,90,74,,DE
Daniel,Becker,Stürmer,94,83,58,55,57,78,71,,GR
Daniel,Becker,Mittelfeld,71,73,70,79,64,80,73,,DE
Daniel,Becker,Mittelfeld,61,80,83,76,53,71,71,,GR
Dennis,Becker,Mittelfeld,73,71,100,66,55,66,72,,BENELUX
Dennis,Becker,Verteidiger,63,69,68,93,52,66,68,,RUS_EU
Dennis,Becker,Verteidiger,64,60,62,94,54,66,67,,BENELUX
Dennis,Becker,Verteidiger,72,63,61,97,68,93,76,,TR_AR
Dennis,Becker,Mittelfeld,64,75,77,74,65,79,72,,DE
Dennis,Becker,Mittelfeld,68,72,81,74,59,74,71,,GR
Dennis,Becker,Verteidiger,74,59,67,93,57,93,74,,DE
Dennis,Becker,Mittelfeld,84,81,71,80,64,72,75,,DE
Dennis,Becker,Mittelfeld,69,65,83,71,56,74,70,,TR_AR
Dennis,Becker,Mittelfeld,89,72,91,83,58,90,80,,GR
Dennis,Becker,Mittelfeld,72,84,98,76,68,82,80,,DE
Dennis,Becker,Stürmer,90,73,68,63,51,83,71,,DE
Dennis,Becker,Stürmer,76,89,65,80,68,76,76,,TR_AR
Dennis,Becker,Stürmer,74,85,62,57,69,82,72,,TR_AR
Dennis,Becker,Verteidiger,77,59,77,98,56,73,73,,DE
Dennis,Becker,Mittelfeld,84,72,92,75,52,77,75,,DE
Dennis,Becker,Mittelfeld,64,82,86,78,63,89,77,,ES
Dennis,Becker,Verteidiger,79,52,60,98,64,73,71,,TR_AR
Dennis,Becker,Mittelfeld,68,81,86,82,56,87,77,,DE
Dennis,Becker,Verteidiger,77,58,64,99,64,79,74,,DE
Dennis,Becker,Verteidiger,75,68,63,91,50,90,73,,TR_AR
Dennis,Becker,Verteidiger,56,53,68,80,59,90,68,,ES
Felix,Becker,Mittelfeld,71,76,77,84,51,77,73,,RUS_EU
Felix,Becker,Mittelfeld,84,75,76,85,53,82,76,,EN_US
Felix,Becker,Mittelfeld,71,61,80,65,52,72,67,,DE
Felix,Becker,Mittelfeld,86,80,87,76,52,74,76,,GR
Felix,Becker,Mittelfeld,75,62,88,70,70,66,72,,DE
Felix,Becker,Verteidiger,65,54,69,91,59,76,69,,DE
Felix,Becker,Torwart,65,58,58,57,92,90,70,,DE
Felix,Becker,Verteidiger,65,64,80,96,66,78,75,,DE
Felix,Becker,Mittelfeld,82,77,72,69,70,90,77,,DE
Felix,Becker,Stürmer,100,97,55,65,69,78,77,,DE
Felix,Becker,Mittelfeld,71,61,79,84,64,71,72,,DE
Felix,Becker,Stürmer,78,89,60,66,54,91,73,,DE
Felix,Becker,Mittelfeld,75,63,98,78,55,76,74,,RUS_EU
Felix,Becker,Stürmer,77,86,57,60,54,74,68,,DE
Felix,Becker,Mittelfeld,60,65,98,71,57,77,71,,TR_AR
Felix,Becker,Verteidiger,55,63,80,86,56,78,70,,DE
Finn,Becker,Torwart,61,55,61,73,79,66,66,,DE
Finn,Becker,Mittelfeld,78,61,87,76,70,81,76,,RUS_EU
Finn,Becker,Mittelfeld,65,77,79,71,60,80,72,,RUS_EU
Finn,Becker,Mittelfeld,63,76,79,70,61,69,70,,DE
Finn,Becker,Verteidiger,62,67,72,76,55,70,67,,DE
Finn,Becker,Mittelfeld,85,77,77,83,67,67,76,,GR
Finn,Becker,Mittelfeld,76,82,100,68,52,66,74,,DE
Finn,Becker,Mittelfeld,84,82,81,62,55,78,74,,DE
Finn,Becker,Verteidiger,70,70,62,84,68,92,74,,DE
Finn,Becker,Verteidiger,70,55,57,90,59,83,69,,RUS_EU
Finn,Becker,Stürmer,74,89,69,79,51,70,72,,IT
Finn,Becker,Torwart,56,56,60,68,99,94,72,,TR_AR
Florian,Becker,Mittelfeld,85,80,71,82,70,75,77,,DE
Florian,Becker,Torwart,64,56,60,55,87,95,70,,DE
Florian,Becker,Verteidiger,57,51,71,99,56,76,68,,ES
Florian,Becker,Mittelfeld,70,80,76,79,62,71,73,,DE
Florian,Becker,Mittelfeld,80,61,97,83,58,79,76,,DE
Florian,Becker,Stürmer,97,84,69,69,67,94,80,,DE
Florian,Becker,Verteidiger,72,65,56,82,62,88,71,,DE
Florian,Becker,Mittelfeld,87,70,83,61,67,79,74,,TR_AR
Florian,Becker,Mittelfeld,78,85,72,78,60,79,75,,DE
Florian,Becker,Verteidiger,62,53,75,75,60,89,69,,TR_AR
Florian,Becker,Stürmer,97,71,70,79,61,89,78,,GR
Florian,Becker,Stürmer,72,93,74,75,60,83,76,,BENELUX
Florian,Becker,Mittelfeld,90,63,71,79,63,78,74,,DE
Florian,Becker,Stürmer,95,83,74,58,61,87,76,,DE
Florian,Becker,Mittelfeld,61,77,74,78,69,82,74,,EN_US
Florian,Becker,Stürmer,82,93,55,72,51,83,73,,ES
Florian,Becker,Mittelfeld,87,66,99,69,66,74,77,,DE
Jan,Becker,Mittelfeld,66,78,96,79,60,80,76,,DE
Jan,Becker,Verteidiger,72,66,73,94,63,89,76,,DE
Jan,Becker,Mittelfeld,90,76,80,78,58,69,75,,DE
Jan,Becker,Torwart,68,65,64,66,96,79,73,,TR_AR
Jan,Becker,Mittelfeld,63,67,98,60,67,75,72,,DE
Jan,Becker,Mittelfeld,76,64,97,67,60,80,74,,DE
Jan,Becker,Verteidiger,78,58,76,71,52,65,67,,IT
Jan,Becker,Verteidiger,66,57,76,86,61,71,70,,DE
Jan,Becker,Mittelfeld,62,71,70,81,53,75,69,,SCANDI
Jan,Becker,Torwart,52,57,75,67,70,90,68,,DE
Jan,Becker,Stürmer,82,71,77,75,50,80,72,,DE
Jan,Becker,Verteidiger,55,51,65,91,59,95,69,,DE
Jan,Becker,Mittelfeld,89,66,88,69,62,86,77,,DE
Jan,Becker,Mittelfeld,76,76,97,79,52,69,75,,DE
Jonas,Becker,Verteidiger,63,67,76,73,69,72,70,,SCANDI
Jonas,Becker,Torwart,65,63,73,66,82,66,69,,DE
Jonas,Becker,Mittelfeld,66,66,76,79,64,89,73,,DE
Jonas,Becker,Mittelfeld,67,84,98,78,65,82,79,,DE
Jonas,Becker,Mittelfeld,84,75,97,83,65,88,82,,DE
Jonas,Becker,Stürmer,86,96,56,59,66,72,72,,TR_AR
Jonas,Becker,Stürmer,71,85,60,63,56,72,68,,DE
Jonas,Becker,Verteidiger,58,67,59,72,57,76,65,,IT
Jonas,Becker,Mittelfeld,63,83,70,81,50,90,73,,DE
Jonas,Becker,Mittelfeld,89,85,70,67,66,80,76,,DE
Jonas,Becker,Torwart,66,60,57,69,84,89,71,,RUS_EU
Jonas,Becker,Verteidiger,72,60,74,92,54,91,74,,DE
Julian,Becker,Mittelfeld,81,78,79,65,52,89,74,,IT
Julian,Becker,Mittelfeld,82,68,73,69,65,85,74,,EN_US
Julian,Becker,Torwart,55,53,62,60,100,84,69,,IT
Julian,Becker,Stürmer,73,88,59,60,59,92,72,,ES
Julian,Becker,Torwart,62,60,55,61,72,90,67,,IT
Julian,Becker,Stürmer,70,95,78,61,52,90,74,,SCANDI
Leon,Becker,Torwart,57,65,60,71,72,80,68,,DE
Leon,Becker,Verteidiger,63,58,79,88,52,86,71,,BENELUX
Leon,Becker,Mittelfeld,62,60,99,85,66,83,76,,DE
Leon,Becker,Stürmer,84,87,71,80,56,72,75,,RUS_EU
Leon,Becker,Mittelfeld,87,62,86,81,55,87,76,,DE
Leon,Becker,Stürmer,74,78,76,63,63,84,73,,DE
Leon,Becker,Verteidiger,73,65,56,87,53,77,68,,IT
Leon,Becker,Stürmer,100,95,59,80,50,73,76,,RUS_EU
Leon,Becker,Mittelfeld,75,74,89,83,62,89,79,,DE
Lukas,Becker,Mittelfeld,61,73,84,67,63,88,73,,DE
Lukas,Becker,Mittelfeld,72,72,93,76,58,86,76,,DE
Lukas,Becker,Stürmer,71,93,72,71,59,81,74,,DE
Lukas,Becker,Stürmer,94,76,80,75,69,95,82,,DE
Lukas,Becker,Mittelfeld,73,71,86,63,58,73,71,,TR_AR
Lukas,Becker,Verteidiger,58,52,72,81,56,81,67,,BENELUX
Lukas,Becker,Verteidiger,77,67,62,82,66,71,71,,DE
Lukas,Becker,Mittelfeld,61,85,70,81,69,65,72,,DE
Lukas,Becker,Stürmer,73,99,65,80,59,81,76,,TR_AR
Lukas,Becker,Stürmer,99,100,62,75,59,79,79,,DE
Lukas,Becker,Mittelfeld,80,80,92,63,66,78,76,,DE
Lukas,Becker,Torwart,60,52,67,63,76,87,68,,DE
Lukas,Becker,Stürmer,77,89,56,55,56,76,68,,DE
Lukas,Becker,Mittelfeld,88,69,75,76,51,69,71,,DE
Lukas,Becker,Mittelfeld,88,76,75,72,50,73,72,,EN_US
Lukas,Becker,Stürmer,80,95,76,78,50,94,79,,DE
Lukas,Becker,Mittelfeld,88,80,93,67,60,73,77,,RUS_EU
Lukas,Becker,Verteidiger,69,68,79,80,60,69,71,,SCANDI
Marcel,Becker,Verteidiger,69,65,76,94,50,93,74,,DE
Marcel,Becker,Mittelfeld,76,72,79,75,65,76,74,,DE
Marcel,Becker,Mittelfeld,78,65,83,63,53,84,71,,BENELUX
Marcel,Becker,Torwart,69,62,57,55,93,67,67,,DE
Marcel,Becker,Stürmer,71,99,72,63,67,93,78,,DE
Marcel,Becker,Mittelfeld,70,71,70,64,51,66,65,,DE
Marcel,Becker,Mittelfeld,90,73,79,85,54,85,78,,DE
Marcel,Becker,Mittelfeld,74,69,83,79,68,90,77,,DE
Marcel,Becker,Verteidiger,64,65,55,86,57,78,68,,TR_AR
Marcel,Becker,Mittelfeld,88,60,81,76,60,77,74,,DE
Marcel,Becker,Mittelfeld,73,73,71,76,50,71,69,,DE
Max,Becker,Stürmer,76,80,56,76,50,71,68,,IT
Max,Becker,Stürmer,85,77,61,62,55,84,71,,DE
Max,Becker,Mittelfeld,69,80,100,75,60,75,76,,TR_AR
Max,Becker,Mittelfeld,79,80,87,72,57,74,75,,DE
Max,Becker,Stürmer,95,77,80,75,67,79,79,,DE
Max,Becker,Verteidiger,59,70,59,77,52,78,66,,GR
Max,Becker,Stürmer,81,73,59,66,55,77,68,,DE
Max,Becker,Torwart,62,56,61,71,84,91,71,,DE
Max,Becker,Verteidiger,67,66,55,76,66,69,66,,EN_US
Max,Becker,Mittelfeld,74,81,98,84,54,67,76,,RUS_EU
Max,Becker,Torwart,61,60,57,57,92,72,66,,ES
Max,Becker,Mittelfeld,63,73,90,75,60,66,71,,RUS_EU
Max,Becker,Verteidiger,80,57,66,80,60,72,69,,IT
Max,Becker,Stürmer,78,78,66,59,53,80,69,,BENELUX
Max,Becker,Verteidiger,67,52,71,81,68,67,68,,ES
Moritz,Becker,Stürmer,82,84,56,77,61,74,72,,TR_AR
Moritz,Becker,Mittelfeld,73,80,77,75,50,86,74,,DE
Moritz,Becker,Mittelfeld,75,74,70,69,62,82,72,,DE
Moritz,Becker,Stürmer,96,79,80,71,50,87,77,,EN_US
Moritz,Becker,Stürmer,95,81,56,60,64,88,74,,GR
Moritz,Becker,Verteidiger,59,54,66,92,59,85,69,,DE
Moritz,Becker,Stürmer,73,93,71,79,64,85,78,,DE
Moritz,Becker,Verteidiger,77,61,80,81,68,90,76,,TR_AR
Moritz,Becker,Mittelfeld,88,72,83,75,56,67,74,,IT
Moritz,Becker,Verteidiger,70,64,73,83,56,94,73,,DE
Moritz,Becker,Mittelfeld,63,82,85,64,55,81,72,,SCANDI
Moritz,Becker,Stürmer,85,97,61,75,52,84,76,,IT
Moritz,Becker,Mittelfeld,78,77,86,80,65,73,76,,IT
Moritz,Becker,Mittelfeld,77,64,71,66,50,81,68,,DE
Moritz,Becker,Mittelfeld,84,72,75,71,56,70,71,,DE
Moritz,Becker,Verteidiger,60,57,72,75,65,81,68,,SCANDI
Niklas,Becker,Verteidiger,76,58,73,77,68,80,72,,DE
Niklas,Becker,Torwart,54,55,61,65,93,65,66,,EN_US
Niklas,Becker,Mittelfeld,66,61,99,66,66,80,73,,RUS_EU
Niklas,Becker,Mittelfeld,81,72,100,83,64,89,82,,ES
Niklas,Becker,Stürmer,92,90,76,67,53,95,79,,BENELUX
Niklas,Becker,Verteidiger,75,58,79,85,67,81,74,,DE
Niklas,Becker,Stürmer,99,86,80,63,52,95,79,,ES
Niklas,Becker,Mittelfeld,81,72,100,73,51,72,75,,RUS_EU
Niklas,Becker,Mittelfeld,68,75,96,63,52,68,70,,DE
Niklas,Becker,Mittelfeld,61,76,79,76,61,69,70,,GR
Niklas,Becker,Mittelfeld,78,70,96,78,60,81,77,,DE
Paul,Becker,Stürmer,92,90,63,73,61,81,77,,SCANDI
Paul,Becker,Verteidiger,65,62,69,98,59,83,73,,EN_US
Paul,Becker,Mittelfeld,60,76,100,69,58,65,71,,DE
Paul,Becker,Verteidiger,55,59,66,99,64,94,73,,DE
Paul,Becker,Mittelfeld,80,83,75,67,55,87,74,,DE
Paul,Becker,Stürmer,85,76,80,74,61,75,75,,DE
Paul,Becker,Verteidiger,61,50,80,97,66,79,72,,DE
Paul,Becker,Verteidiger,79,70,57,95,54,70,71,,RUS_EU
Paul,Becker,Stürmer,75,72,71,63,60,93,72,,DE
Paul,Becker,Verteidiger,79,58,71,99,53,70,72,,TR_AR
Paul,Becker,Verteidiger,76,50,76,92,60,88,74,,TR_AR
Paul,Becker,Verteidiger,79,58,60,93,52,94,73,,DE
Paul,Becker,Verteidiger,58,56,69,100,65,88,73,,DE
Paul,Becker,Torwart,61,57,56,74,79,69,66,,ES
Paul,Becker,Stürmer,85,79,72,60,69,78,74,,TR_AR
Paul,Becker,Mittelfeld,69,61,89,77,52,75,70,,DE
Paul,Becker,Stürmer,87,96,61,56,63,75,73,,TR_AR
Paul,Becker,Verteidiger,59,59,76,94,51,86,71,,DE
Paul,Becker,Verteidiger,59,62,64,90,62,93,72,,DE
Paul,Becker,Verteidiger,67,60,62,100,70,95,76,,DE
Paul,Becker,Mittelfeld,73,64,70,60,52,76,66,,DE
Paul,Becker,Verteidiger,60,53,71,87,56,79,68,,ES
Paul,Becker,Verteidiger,74,56,77,94,50,87,73,,DE
Paul,Becker,Mittelfeld,68,81,96,73,67,80,78,,DE
Philipp,Becker,Verteidiger,77,62,64,99,60,88,75,,SCANDI
Philipp,Becker,Stürmer,92,96,57,79,59,76,76,,EN_US
Philipp,Becker,Verteidiger,80,64,62,96,63,83,75,,RUS_EU
Philipp,Becker,Verteidiger,66,55,77,80,62,65,68,,DE
Philipp,Becker,Stürmer,89,77,64,77,59,81,74,,TR_AR
Philipp,Becker,Verteidiger,77,58,58,72,52,83,67,,DE
Philipp,Becker,Mittelfeld,84,69,85,70,55,81,74,,DE
Philipp,Becker,Stürmer,97,91,64,56,70,93,78,,SCANDI
Philipp,Becker,Stürmer,99,81,66,80,64,79,78,,BENELUX
Philipp,Becker,Stürmer,78,70,68,62,65,95,73,,DE
Philipp,Becker,Mittelfeld,78,67,70,85,56,72,71,,GR
Philipp,Becker,Mittelfeld,64,68,92,78,54,79,72,,TR_AR
Philipp,Becker,Mittelfeld,64,69,81,83,59,66,70,,DE
Philipp,Becker,Mittelfeld,81,72,87,68,51,90,75,,IT
Robin,Becker,Verteidiger,74,61,62,93,58,89,73,,DE
Robin,Becker,Verteidiger,66,56,65,92,63,75,70,,DE
Robin,Becker,Stürmer,72,99,65,56,65,70,71,,ES
Robin,Becker,Verteidiger,65,70,78,87,63,85,75,,DE
Robin,Becker,Mittelfeld,81,68,86,80,64,87,78,,DE
Robin,Becker,Verteidiger,65,70,65,95,56,95,74,,RUS_EU
Robin,Becker,Verteidiger,76,60,68,88,61,65,70,,GR
Robin,Becker,Mittelfeld,74,78,80,68,57,68,71,,DE
Robin,Becker,Stürmer,86,84,73,68,67,79,76,,TR_AR
Robin,Becker,Verteidiger,69,62,61,90,51,78,68,,DE
Robin,Becker,Mittelfeld,60,80,91,61,54,90,73,,DE
Robin,Becker,Mittelfeld,78,81,70,75,69,81,76,,DE
Robin,Becker,Verteidiger,75,51,64,96,64,82,72,,RUS_EU
Robin,Becker,Verteidiger,72,67,70,81,70,94,76,,TR_AR
Robin,Becker,Verteidiger,55,57,63,92,58,95,70,,DE
Sebastian,Becker,Verteidiger,76,50,68,99,57,65,69,,SCANDI
Sebastian,Becker,Torwart,63,64,72,63,74,84,70,,DE
Sebastian,Becker,Mittelfeld,72,78,96,81,65,90,80,,BENELUX
Sebastian,Becker,Stürmer,81,74,62,77,68,84,74,,DE
Sebastian,Becker,Torwart,70,53,71,72,73,66,68,,TR_AR
Sebastian,Becker,Mittelfeld,78,81,88,79,54,77,76,,DE
Sebastian,Becker,Mittelfeld,73,81,77,63,61,78,72,,DE
Sebastian,Becker,Torwart,59,55,71,59,84,92,70,,DE
Sebastian,Becker,Verteidiger,73,50,63,85,65,67,67,,DE
Sebastian,Becker,Verteidiger,71,60,72,73,56,89,70,,DE
Sebastian,Becker,Mittelfeld,80,79,96,81,53,79,78,,GR
Sebastian,Becker,Stürmer,88,71,64,74,66,80,74,,DE
Tim,Becker,Stürmer,76,94,74,71,62,80,76,,DE
Tim,Becker,Mittelfeld,64,64,94,63,62,76,70,,DE
Tim,Becker,Verteidiger,69,58,58,74,68,75,67,,IT
Tim,Becker,Verteidiger,74,50,78,97,69,94,77,,EN_US
Tim,Becker,Torwart,55,62,59,55,96,70,66,,GR
Tim,Becker,Stürmer,91,89,67,66,64,86,77,,ES
Tim,Becker,Stürmer,98,91,62,77,70,72,78,,BENELUX
Tim,Becker,Verteidiger,79,63,60,88,55,94,73,,DE
Tim,Becker,Torwart,64,59,58,68,93,91,72,,DE
Tim,Becker,Verteidiger,55,52,60,92,51,83,66,,DE
Tim,Becker,Mittelfeld,86,65,90,60,62,88,75,,ES
Tim,Becker,Verteidiger,73,58,67,91,69,78,73,,DE
Tim,Becker,Mittelfeld,62,69,82,76,67,82,73,,TR_AR
Tim,Becker,Mittelfeld,86,75,73,72,61,90,76,,GR
Tim,Becker,Verteidiger,57,62,78,95,68,83,74,,DE
Tim,Becker,Verteidiger,63,60,77,71,58,94,70,,DE
Tim,Becker,Mittelfeld,83,73,81,69,68,83,76,,DE
Tim,Becker,Stürmer,76,86,55,74,65,92,75,,TR_AR
Tim,Becker,Stürmer,98,78,78,58,56,85,76,,BENELUX
Tim,Becker,Verteidiger,73,67,55,97,65,87,74,,DE
Tobias,Becker,Mittelfeld,82,64,70,71,65,65,70,,SCANDI
Tobias,Becker,Mittelfeld,63,79,77,62,50,74,68,,TR_AR
Tobias,Becker,Mittelfeld,83,84,70,65,63,85,75,,RUS_EU
Tobias,Becker,Mittelfeld,85,71,92,61,55,65,72,,ES
Tobias,Becker,Stürmer,84,92,64,59,68,76,74,,TR_AR
Tobias,Becker,Stürmer,86,81,57,65,56,77,70,,DE
Tobias,Becker,Stürmer,87,73,70,73,61,80,74,,EN_US
Tobias,Becker,Mittelfeld,66,65,83,77,68,87,74,,DE
Tobias,Becker,Mittelfeld,74,80,91,72,53,85,76,,DE
Tobias,Becker,Mittelfeld,66,76,94,79,68,83,78,,DE
Tobias,Becker,Stürmer,92,70,68,60,68,83,74,,ES
Tobias,Becker,Mittelfeld,61,79,88,82,60,71,74,,DE
Tobias,Becker,Stürmer,77,100,60,56,70,85,75,,BENELUX
Tobias,Becker,Stürmer,98,78,77,73,56,92,79,,DE
Anders,Berg,Torwart,51,58,59,63,83,93,68,,EN_US
Anders,Berg,Mittelfeld,76,76,73,77,64,67,72,,DE
Anders,Berg,Mittelfeld,79,69,84,81,54,69,73,,DE
Anders,Berg,Verteidiger,80,58,59,89,64,92,74,,DE
Emil,Berg,Stürmer,98,80,68,73,53,83,76,,TR_AR
Emil,Berg,Mittelfeld,65,63,83,74,68,81,72,,DE
Emil,Berg,Torwart,56,51,70,57,78,81,66,,SCANDI
Emil,Berg,Mittelfeld,81,69,86,62,53,83,72,,DE
Emil,Berg,Mittelfeld,82,62,99,80,57,81,77,,RUS_EU
Emil,Berg,Verteidiger,79,55,70,76,70,78,71,,ES
Emil,Berg,Mittelfeld,64,62,100,84,61,73,74,,DE
Emil,Berg,Mittelfeld,67,84,88,64,66,78,74,,EN_US
Emil,Berg,Verteidiger,76,53,70,83,60,94,73,,DE
Emil,Berg,Mittelfeld,67,85,71,67,67,75,72,,DE
Erik,Berg,Stürmer,98,88,59,80,62,82,78,,DE
Erik,Berg,Mittelfeld,64,72,94,73,58,87,75,,TR_AR
Erik,Berg,Torwart,60,51,61,73,84,68,66,,RUS_EU
Erik,Berg,Verteidiger,57,68,69,79,60,74,68,,DE
Erik,Berg,Mittelfeld,79,82,79,73,63,75,75,,SCANDI
Henrik,Berg,Verteidiger,58,56,62,75,51,70,62,,DE
Henrik,Berg,Stürmer,93,89,56,78,68,88,79,,DE
Jonas,Berg,Mittelfeld,85,81,88,85,65,82,81,,DE
Jonas,Berg,Torwart,66,62,63,65,71,77,67,,DE
Mikkel,Berg,Verteidiger,65,67,58,95,56,77,70,,ES
Mikkel,Berg,Verteidiger,61,50,71,74,62,74,65,,BENELUX
Mikkel,Berg,Verteidiger,69,55,71,93,64,94,74,,ES
Nils,Berg,Stürmer,98,79,71,67,66,89,78,,DE
Nils,Berg,Stürmer,82,97,76,57,53,87,75,,DE
Nils,Berg,Stürmer,86,100,60,76,69,72,77,,DE
Nils,Berg,Verteidiger,72,58,65,73,66,92,71,,DE
Nils,Berg,Mittelfeld,68,75,98,84,50,72,74,,EN_US
Nils,Berg,Verteidiger,56,70,62,94,56,75,69,,TR_AR
Ola,Berg,Torwart,51,65,69,70,81,70,68,,DE
Ola,Berg,Stürmer,87,83,72,62,59,86,75,,DE
Ola,Berg,Mittelfeld,88,65,85,67,70,83,76,,DE
Ola,Berg,Stürmer,87,96,71,70,64,92,80,,DE
Ola,Berg,Verteidiger,59,63,76,100,57,92,74,,DE
Ola,Berg,Mittelfeld,80,71,84,72,55,77,73,,TR_AR
Ola,Berg,Verteidiger,75,60,69,94,56,73,71,,DE
Sven,Berg,Mittelfeld,65,63,99,82,64,68,74,,DE
Sven,Berg,Mittelfeld,76,66,80,65,59,65,68,,DE
Sven,Berg,Mittelfeld,72,68,92,64,55,72,70,,DE
Sven,Berg,Stürmer,78,85,60,70,53,90,73,,DE
Alessandro,Bianchi,Mittelfeld,61,70,85,71,61,73,70,,EN_US
Alessandro,Bianchi,Mittelfeld,63,62,75,61,56,87,67,,DE
Alessandro,Bianchi,Stürmer,99,71,55,57,58,80,70,,ES
Alessandro,Bianchi,Mittelfeld,73,83,75,62,58,77,71,,BENELUX
Alessandro,Bianchi,Verteidiger,75,59,72,89,68,86,75,,EN_US
Alessandro,Bianchi,Verteidiger,55,57,78,75,63,95,70,,DE
Alessandro,Bianchi,Verteidiger,72,55,79,71,60,77,69,,BENELUX
Antonio,Bianchi,Mittelfeld,90,69,95,67,54,81,76,,DE
Antonio,Bianchi,Mittelfeld,90,67,74,80,61,77,75,,DE
Antonio,Bianchi,Stürmer,80,93,62,68,59,73,72,,DE
Antonio,Bianchi,Verteidiger,77,68,72,78,52,72,70,,GR
Davide,Bianchi,Stürmer,82,77,70,58,65,95,74,,DE
Davide,Bianchi,Mittelfeld,79,81,78,73,68,80,76,,SCANDI
Davide,Bianchi,Mittelfeld,86,82,72,64,50,88,74,,TR_AR
Davide,Bianchi,Verteidiger,62,60,74,87,56,94,72,,ES
Davide,Bianchi,Torwart,59,56,59,57,99,74,67,,ES
Francesco,Bianchi,Stürmer,89,82,64,59,61,70,71,,DE
Francesco,Bianchi,Mittelfeld,69,60,91,62,59,87,71,,DE
Francesco,Bianchi,Mittelfeld,63,84,90,68,59,74,73,,IT
Francesco,Bianchi,Verteidiger,57,56,56,88,50,81,65,,BENELUX
Francesco,Bianchi,Verteidiger,55,67,67,71,50,95,68,,DE
Francesco,Bianchi,Mittelfeld,77,82,89,75,62,67,75,,IT
Francesco,Bianchi,Mittelfeld,80,62,91,83,52,75,74,,TR_AR
Francesco,Bianchi,Torwart,66,51,62,65,98,80,70,,DE
Francesco,Bianchi,Mittelfeld,74,74,80,71,55,78,72,,RUS_EU
Giuseppe,Bianchi,Mittelfeld,71,78,72,82,69,72,74,,DE
Giuseppe,Bianchi,Mittelfeld,70,80,98,65,55,79,74,,DE
Giuseppe,Bianchi,Verteidiger,62,52,76,97,53,87,71,,IT
Luca,Bianchi,Verteidiger,69,56,72,80,54,94,71,,DE
Luca,Bianchi,Mittelfeld,67,81,96,60,66,82,75,,GR
Luca,Bianchi,Mittelfeld,63,72,81,60,66,71,69,,TR_AR
Luca,Bianchi,Verteidiger,57,68,72,70,65,89,70,,IT
Marco,Bianchi,Mittelfeld,68,69,72,69,50,71,66,,SCANDI
Marco,Bianchi,Verteidiger,80,69,76,89,59,71,74,,DE
Marco,Bianchi,Stürmer,87,88,69,69,59,71,74,,EN_US
Marco,Bianchi,Verteidiger,72,55,62,80,69,81,70,,EN_US
Marco,Bianchi,Verteidiger,77,56,64,74,50,83,67,,BENELUX
Matteo,Bianchi,Torwart,61,57,62,60,71,69,63,,DE
Matteo,Bianchi,Mittelfeld,75,64,88,84,53,71,72,,TR_AR
Matteo,Bianchi,Torwart,69,54,61,74,79,70,68,,DE
Matteo,Bianchi,Verteidiger,61,60,68,73,63,86,68,,DE
Matteo,Bianchi,Verteidiger,72,52,73,94,50,95,73,,DE
Matteo,Bianchi,Verteidiger,61,52,59,93,57,79,67,,TR_AR
Matteo,Bianchi,Torwart,69,58,72,72,81,93,74,,DE
Matteo,Bianchi,Verteidiger,71,58,60,83,62,83,70,,EN_US
Roberto,Bianchi,Mittelfeld,67,64,73,71,59,81,69,,TR_AR
Roberto,Bianchi,Mittelfeld,73,68,84,81,69,66,74,,DE
Roberto,Bianchi,Mittelfeld,80,60,89,61,57,82,72,,DE
Roberto,Bianchi,Mittelfeld,85,73,89,75,56,82,77,,GR
Roberto,Bianchi,Mittelfeld,69,70,75,63,64,85,71,,GR
Roberto,Bianchi,Mittelfeld,69,74,87,79,51,76,73,,DE
Roberto,Bianchi,Mittelfeld,82,85,94,84,69,76,82,,DE
Roberto,Bianchi,Stürmer,89,93,74,66,53,71,74,,DE
Stefano,Bianchi,Verteidiger,58,66,58,89,60,66,66,,EN_US
Stefano,Bianchi,Mittelfeld,68,83,93,80,54,68,74,,DE
Stefano,Bianchi,Stürmer,70,88,56,63,50,70,66,,DE
Bram,Bos,Verteidiger,74,66,75,92,65,90,77,,DE
Bram,Bos,Verteidiger,63,52,72,73,66,73,66,,ES
Bram,Bos,Verteidiger,55,51,61,81,61,70,63,,DE
Bram,Bos,Verteidiger,65,70,61,99,52,95,74,,IT
Bram,Bos,Torwart,56,61,70,68,80,65,67,,ES
Bram,Bos,Verteidiger,56,52,59,84,53,75,63,,SCANDI
Daan,Bos,Mittelfeld,67,63,89,70,67,76,72,,DE
Daan,Bos,Stürmer,91,79,76,59,51,80,73,,EN_US
Jan,Bos,Verteidiger,66,52,61,94,53,73,66,,GR
Jan,Bos,Mittelfeld,62,61,79,83,53,85,70,,DE
Jan,Bos,Stürmer,78,70,79,71,51,91,73,,DE
Jan,Bos,Verteidiger,56,54,61,92,59,83,68,,SCANDI
Jan,Bos,Stürmer,88,77,78,61,70,74,75,,SCANDI
Jan,Bos,Mittelfeld,73,70,76,60,65,77,70,,DE
Jan,Bos,Mittelfeld,66,80,70,63,55,85,70,,TR_AR
Jelle,Bos,Stürmer,70,95,69,77,52,87,75,,DE
Jelle,Bos,Stürmer,78,81,55,57,52,92,69,,RUS_EU
Jelle,Bos,Mittelfeld,77,63,71,85,50,90,73,,RUS_EU
Jelle,Bos,Mittelfeld,63,60,72,76,67,74,69,,DE
Joris,Bos,Mittelfeld,68,85,97,77,62,67,76,,SCANDI
